doctor_id,first_name,last_name,specialization,phone_number,years_experience,hospital_id,hospital_branch,email,reputation_score,public_medical_opinion_index
DOC-00000157,Édouard,Catalano,Emergency Medicine,1-423-022-5590,6,HOSP-USA-00004,Lenox Hill Hospital,dr.édouard.catalano@lenoxhillhospital.com,2.97,63.34
DOC-00000158,Paola,田中,Pediatrics,+49(0)3068707658,16,HOSP-USA-00004,Lenox Hill Hospital,dr.paola.田中@lenoxhillhospital.com,3.38,61.33
DOC-00000159,Raven,मल्होत्रा,Obstetrics,080-8442-4668,5,HOSP-USA-00004,Lenox Hill Hospital,dr.raven.मल्होत्रा@lenoxhillhospital.com,2.59,47.04
DOC-00000160,Micha,हजारिका,Surgery,001-308-626-5915x990,14,HOSP-USA-00004,Lenox Hill Hospital,dr.micha.हजारिका@lenoxhillhospital.com,3.83,78.72
DOC-00000161,Monique,Steinberg,Surgery,028 9018794,8,HOSP-USA-00004,Lenox Hill Hospital,dr.monique.steinberg@lenoxhillhospital.com,3.22,68.27
DOC-00000162,Jose,Marín,Obstetrics,+49 (0) 4084 500593,13,HOSP-USA-00004,Lenox Hill Hospital,dr.jose.marín@lenoxhillhospital.com,3.05,64.79
DOC-00000163,知実,Martin,Surgery,043-530-7994,12,HOSP-USA-00004,Lenox Hill Hospital,dr.知実.martin@lenoxhillhospital.com,2.89,62.67
DOC-00000164,Tyler,Caldeira,Surgery,+33 3 89 27 09 68,11,HOSP-USA-00004,Lenox Hill Hospital,dr.tyler.caldeira@lenoxhillhospital.com,3.54,76.86
DOC-00000165,Laurent,آل خضير,Pediatrics,+61-480-018-279,10,HOSP-USA-00004,Lenox Hill Hospital,dr.laurent.آل خضير@lenoxhillhospital.com,3.06,66.7
DOC-00000166,Greca,Allen,Psychiatry,15708080072,4,HOSP-USA-00004,Lenox Hill Hospital,dr.greca.allen@lenoxhillhospital.com,2.88,51.86
DOC-00000167,Martirio,Vallée,Obstetrics,+33 (0)1 69 32 42 81,11,HOSP-USA-00004,Lenox Hill Hospital,dr.martirio.vallée@lenoxhillhospital.com,2.74,61.31
DOC-00000168,ريف,中川,Surgery,(01632)960766,5,HOSP-USA-00004,Lenox Hill Hospital,dr.ريف.中川@lenoxhillhospital.com,3.04,52.21
DOC-00000169,Clara,Becker,Orthopedics,+55 (061) 8793-5114,8,HOSP-USA-00004,Lenox Hill Hospital,dr.clara.becker@lenoxhillhospital.com,2.55,59.61
DOC-00000170,Ashley,Cases,Obstetrics,+61.8.3414.0081,9,HOSP-USA-00004,Lenox Hill Hospital,dr.ashley.cases@lenoxhillhospital.com,2.57,52.72
DOC-00000171,अर्जुन,Guidone,Surgery,05948058982,10,HOSP-USA-00004,Lenox Hill Hospital,dr.अर्जुन.guidone@lenoxhillhospital.com,3.43,68.06
DOC-00000172,Leonard,Sullivan,Surgery,+49(0)6927 826089,9,HOSP-USA-00004,Lenox Hill Hospital,dr.leonard.sullivan@lenoxhillhospital.com,2.73,52.78
DOC-00000173,فردوس,بقشان,Surgery,+34873399636,5,HOSP-USA-00004,Lenox Hill Hospital,dr.فردوس.بقشان@lenoxhillhospital.com,3.15,62.86
DOC-00000174,Margaret,加藤,Surgery,267.826.2235x8893,8,HOSP-USA-00005,Bellevue Hospital Center,dr.margaret.加藤@bellevuehospitalcent.com,3.26,59.87
DOC-00000175,Renato,Hornig,Neurology,+49(0)4552 420752,8,HOSP-USA-00005,Bellevue Hospital Center,dr.renato.hornig@bellevuehospitalcent.com,2.84,50.49
DOC-00000176,Christy,Meunier,Gastroenterology,2383.2912,6,HOSP-USA-00005,Bellevue Hospital Center,dr.christy.meunier@bellevuehospitalcent.com,2.78,50.79
DOC-00000177,太郎,심,Gynecology,+1-923-269-1437,5,HOSP-USA-00005,Bellevue Hospital Center,dr.太郎.심@bellevuehospitalcent.com,3.19,64.41
DOC-00000178,Lupita,آل مقطة,Rheumatology,+1-268-207-4686x8140,12,HOSP-USA-00005,Bellevue Hospital Center,dr.lupita.آل مقطة@bellevuehospitalcent.com,2.75,55.18
DOC-00000179,Marcella,Conway,Internal Medicine,017-092-5617,9,HOSP-USA-00005,Bellevue Hospital Center,dr.marcella.conway@bellevuehospitalcent.com,3.0,65.09
DOC-00000180,Lance,노,Obstetrics,090-6804-4076,12,HOSP-USA-00005,Bellevue Hospital Center,dr.lance.노@bellevuehospitalcent.com,3.63,74.72
DOC-00000181,Adela,山下,Hematology,+1-721-295-5947x403,11,HOSP-USA-00005,Bellevue Hospital Center,dr.adela.山下@bellevuehospitalcent.com,3.16,62.37
DOC-00000182,Shane,Singh,Surgery,58-6842-5818,9,HOSP-USA-00005,Bellevue Hospital Center,dr.shane.singh@bellevuehospitalcent.com,3.19,58.01
DOC-00000183,林,Flores,Internal Medicine,0800 065 3465,11,HOSP-USA-00005,Bellevue Hospital Center,dr.林.flores@bellevuehospitalcent.com,2.69,60.11
DOC-00000184,Uberto,Salazar,Neurology,041-451-1198,9,HOSP-USA-00005,Bellevue Hospital Center,dr.uberto.salazar@bellevuehospitalcent.com,3.01,54.55
DOC-00000185,Thales,Stahr,Pulmonology,15911629935,9,HOSP-USA-00005,Bellevue Hospital Center,dr.thales.stahr@bellevuehospitalcent.com,3.43,66.07
DOC-00000186,Auguste,Pugliese,Pediatrics,44709223,18,HOSP-USA-00005,Bellevue Hospital Center,dr.auguste.pugliese@bellevuehospitalcent.com,3.3,70.26
DOC-00000187,Jessica,Arellano,Obstetrics,1-973-811-3592,6,HOSP-USA-00005,Bellevue Hospital Center,dr.jessica.arellano@bellevuehospitalcent.com,2.94,66.27
DOC-00000188,Kaitlin,Casadei,Surgery,+33 1 43 88 28 99,10,HOSP-USA-00005,Bellevue Hospital Center,dr.kaitlin.casadei@bellevuehospitalcent.com,3.39,71.14
DOC-00000189,Ulises,杨,Neurology,0853957171,14,HOSP-USA-00005,Bellevue Hospital Center,dr.ulises.杨@bellevuehospitalcent.com,3.54,79.5
DOC-00000190,Nath,Butler,Obstetrics,031-371-2199,6,HOSP-USA-00005,Bellevue Hospital Center,dr.nath.butler@bellevuehospitalcent.com,2.81,63.05
DOC-00000191,建华,डी’कोस्टा,Surgery,01514960545,7,HOSP-USA-00005,Bellevue Hospital Center,dr.建华.डी’कोस्टा@bellevuehospitalcent.com,3.02,56.01
DOC-00000192,龙,戚,Internal Medicine,961-613-7328,11,HOSP-USA-00005,Bellevue Hospital Center,dr.龙.戚@bellevuehospitalcent.com,3.24,69.61
DOC-00000193,Eileen,鈴木,Obstetrics,0121 4960549,15,HOSP-USA-00005,Bellevue Hospital Center,dr.eileen.鈴木@bellevuehospitalcent.com,3.61,81.59
DOC-00000194,Davi Luiz,آل العسكري,Neurology,+91 4650999852,14,HOSP-USA-00005,Bellevue Hospital Center,dr.davi luiz.آل العسكري@bellevuehospitalcent.com,3.25,72.14
DOC-00000195,Andrew,권,Pathology,0115 496 0645,10,HOSP-USA-00005,Bellevue Hospital Center,dr.andrew.권@bellevuehospitalcent.com,3.54,68.93
DOC-00000196,देवराज,Trupp,Neurology,+34 824 27 03 92,13,HOSP-USA-00005,Bellevue Hospital Center,dr.देवराज.trupp@bellevuehospitalcent.com,3.36,75.19
DOC-00000197,현준,Schleich,Obstetrics,0450648393,6,HOSP-USA-00005,Bellevue Hospital Center,dr.현준.schleich@bellevuehospitalcent.com,2.65,43.52
DOC-00000198,Jemma,مهنا,Obstetrics,064-755-6941,5,HOSP-USA-00005,Bellevue Hospital Center,dr.jemma.مهنا@bellevuehospitalcent.com,2.52,57.01
DOC-00000199,प्रणव,Thomas,Internal Medicine,+34874486526,8,HOSP-USA-00005,Bellevue Hospital Center,dr.प्रणव.thomas@bellevuehospitalcent.com,2.76,47.67
DOC-00000200,Joana,Sontag,Obstetrics,+55 (061) 5556 6466,11,HOSP-USA-00005,Bellevue Hospital Center,dr.joana.sontag@bellevuehospitalcent.com,3.56,77.5
DOC-00000201,Brandi,Mueller,Internal Medicine,041-277-2949,12,HOSP-USA-00005,Bellevue Hospital Center,dr.brandi.mueller@bellevuehospitalcent.com,2.96,52.44
DOC-00000202,गौरी,آل بن ظافر,Neurology,+49(0)1561 330970,1,HOSP-USA-00005,Bellevue Hospital Center,dr.गौरी.آل بن ظافر@bellevuehospitalcent.com,2.1,41.9
DOC-00000203,Tonya,آل سلطان,Neurology,+33 (0)2 53 77 82 72,1,HOSP-USA-00005,Bellevue Hospital Center,dr.tonya.آل سلطان@bellevuehospitalcent.com,2.08,40.0
DOC-00000204,明美,Wilson,Neurology,+33 (0)4 69 95 18 54,5,HOSP-USA-00005,Bellevue Hospital Center,dr.明美.wilson@bellevuehospitalcent.com,2.46,50.89
DOC-00000205,Jason,Besnard,Pathology,01414960531,19,HOSP-USA-00005,Bellevue Hospital Center,dr.jason.besnard@bellevuehospitalcent.com,4.05,89.89
DOC-00000206,Jessica,Marshall,Dermatology,07764633801,15,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.jessica.marshall@cedars-sinaimedicalc.com,3.7,79.16
DOC-00000207,真綾,Gallet,Cardiology,(996)674-2705,5,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.真綾.gallet@cedars-sinaimedicalc.com,2.84,54.87
DOC-00000208,桂芝,하,Urology,070-3398-5412,12,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.桂芝.하@cedars-sinaimedicalc.com,2.79,50.83
DOC-00000209,Ruth,Newman,Cardiology,017-085-5862,15,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.ruth.newman@cedars-sinaimedicalc.com,3.08,61.65
DOC-00000210,Luigi,Browning,Neurology,(03)-6711-9947,15,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.luigi.browning@cedars-sinaimedicalc.com,3.77,69.06
DOC-00000211,Richard,Pastor,Dermatology,042-528-7259,7,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.richard.pastor@cedars-sinaimedicalc.com,2.97,54.39
DOC-00000212,Kenneth,Roach,Oncology,+1-682-418-7859x01185,4,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.kenneth.roach@cedars-sinaimedicalc.com,2.62,49.9
DOC-00000213,Espiridión,Stewart,Neurology,+441184960353,8,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.espiridión.stewart@cedars-sinaimedicalc.com,3.44,72.9
DOC-00000214,माधव,Laporte,Neurology,15838836293,10,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.माधव.laporte@cedars-sinaimedicalc.com,2.75,62.26
DOC-00000215,Amador,Jordan,Neurology,+33 (0)4 69 77 25 77,10,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.amador.jordan@cedars-sinaimedicalc.com,3.02,66.84
DOC-00000216,Francisco,Johnson,Dermatology,005-38676598,7,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.francisco.johnson@cedars-sinaimedicalc.com,3.34,61.41
DOC-00000217,林,Lerner,Cardiology,041-335-0586,12,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.林.lerner@cedars-sinaimedicalc.com,3.13,57.16
DOC-00000218,Thomas,Dunn,Dermatology,(07454) 280024,6,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.thomas.dunn@cedars-sinaimedicalc.com,3.05,60.84
DOC-00000219,Marie,이,Obstetrics,+39 0882149637,17,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.marie.이@cedars-sinaimedicalc.com,3.22,57.19
DOC-00000220,Yvonne,Tomás,Cardiology,489.834.3076x83874,21,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.yvonne.tomás@cedars-sinaimedicalc.com,3.5,78.21
DOC-00000221,Bryan,Jones,Neurology,349682687,5,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.bryan.jones@cedars-sinaimedicalc.com,3.26,61.68
DOC-00000222,Wolf-Dietrich,Thompson,Dermatology,(02)-8656-7714,13,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.wolf-dietrich.thompson@cedars-sinaimedicalc.com,3.47,76.88
DOC-00000223,Michael,沈,Neurology,09444 065690,7,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.michael.沈@cedars-sinaimedicalc.com,3.41,74.9
DOC-00000224,Patrik,آل حسين,Dermatology,02198 770021,6,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.patrik.آل حسين@cedars-sinaimedicalc.com,2.48,46.99
DOC-00000225,Angelica,Hill,Psychiatry,+44161 4960985,4,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.angelica.hill@cedars-sinaimedicalc.com,3.06,71.08
DOC-00000226,Margot,김,Cardiology,3215331312,6,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.margot.김@cedars-sinaimedicalc.com,3.27,74.83
DOC-00000227,João Vitor,송,Cardiology,(02865) 02351,11,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.joão vitor.송@cedars-sinaimedicalc.com,3.5,69.62
DOC-00000228,Michael,Cobo,Neurology,+49(0) 829573173,8,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.michael.cobo@cedars-sinaimedicalc.com,3.22,64.64
DOC-00000229,Antoine,مهنا,Neurology,00770 953631,7,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.antoine.مهنا@cedars-sinaimedicalc.com,2.47,44.87
DOC-00000230,Édouard,Morris,Neurology,070-5423-2006,13,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.édouard.morris@cedars-sinaimedicalc.com,3.01,56.32
DOC-00000231,طيّع,Tyler,Obstetrics,(507)347-3146x94130,10,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.طيّع.tyler@cedars-sinaimedicalc.com,2.88,67.23
DOC-00000232,Seth,Curry,Cardiology,+91 4728381026,7,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.seth.curry@cedars-sinaimedicalc.com,2.94,62.73
DOC-00000233,Reinhard,남,Cardiology,03095 06309,8,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.reinhard.남@cedars-sinaimedicalc.com,3.45,63.32
DOC-00000234,गीता,Righi,Cardiology,(01260) 22175,3,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.गीता.righi@cedars-sinaimedicalc.com,2.5,48.45
DOC-00000235,مرتضي,陈,Dermatology,13351630919,8,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.مرتضي.陈@cedars-sinaimedicalc.com,3.37,69.79
DOC-00000236,Zenon,آل جعفر,Pediatrics,(0151)4960933,11,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.zenon.آل جعفر@cedars-sinaimedicalc.com,3.37,75.79
DOC-00000237,Cynthia,고,Orthopedics,(09450) 824072,3,HOSP-USA-00006,Cedars-Sinai Medical Center,dr.cynthia.고@cedars-sinaimedicalc.com,2.33,42.23
DOC-00000238,Céline,山本,Surgery,02351 98446,8,HOSP-USA-00007,UCLA Medical Center,dr.céline.山本@uclamedicalcenter.com,3.37,58.57
DOC-00000239,Jimena,Hernandez,Cardiology,+34 822 76 90 91,12,HOSP-USA-00007,UCLA Medical Center,dr.jimena.hernandez@uclamedicalcenter.com,3.62,81.85
DOC-00000240,Lorraine,Oneal,Rheumatology,(855)397-5016x248,10,HOSP-USA-00007,UCLA Medical Center,dr.lorraine.oneal@uclamedicalcenter.com,3.22,64.25
DOC-00000241,Mary,da Conceição,Surgery,(536) 268-2708,2,HOSP-USA-00007,UCLA Medical Center,dr.mary.da conceição@uclamedicalcenter.com,2.32,51.79
DOC-00000242,Joseph,मंडल,Cardiology,11 0866 8726,10,HOSP-USA-00007,UCLA Medical Center,dr.joseph.मंडल@uclamedicalcenter.com,3.12,59.27
DOC-00000243,Lucas,Scalfaro,Dermatology,+441514960362,2,HOSP-USA-00007,UCLA Medical Center,dr.lucas.scalfaro@uclamedicalcenter.com,2.97,51.08
DOC-00000244,Claude,सुब्रमण्यम,Pediatrics,+39 0306317270,9,HOSP-USA-00007,UCLA Medical Center,dr.claude.सुब्रमण्यम@uclamedicalcenter.com,3.07,60.57
DOC-00000245,نظام,Traore,Cardiology,8027014925,5,HOSP-USA-00007,UCLA Medical Center,dr.نظام.traore@uclamedicalcenter.com,3.17,61.33
DOC-00000246,Severino,Meunier,Pediatrics,+33 (0)3 21 58 58 14,7,HOSP-USA-00007,UCLA Medical Center,dr.severino.meunier@uclamedicalcenter.com,2.49,57.01
DOC-00000247,Philip,Bova,Pediatrics,+39 3289193642,15,HOSP-USA-00007,UCLA Medical Center,dr.philip.bova@uclamedicalcenter.com,3.35,69.68
DOC-00000248,Jason,Stone,Cardiology,31 2092 7946,3,HOSP-USA-00007,UCLA Medical Center,dr.jason.stone@uclamedicalcenter.com,2.64,46.38
DOC-00000249,慧,Vargas,Cardiology,+34 882151705,10,HOSP-USA-00007,UCLA Medical Center,dr.慧.vargas@uclamedicalcenter.com,2.63,48.93
DOC-00000250,Ruggero,الحكير,Surgery,51 8060 4814,8,HOSP-USA-00007,UCLA Medical Center,dr.ruggero.الحكير@uclamedicalcenter.com,3.37,74.75
DOC-00000251,लीला,Kline,Neurology,248-678-8348x3561,25,HOSP-USA-00007,UCLA Medical Center,dr.लीला.kline@uclamedicalcenter.com,4.21,91.39
DOC-00000252,시우,da Paz,Pediatrics,+1-570-603-2758x9881,12,HOSP-USA-00007,UCLA Medical Center,dr.시우.da paz@uclamedicalcenter.com,2.75,56.74
DOC-00000253,Mario,Coste,Surgery,15913261760,8,HOSP-USA-00007,UCLA Medical Center,dr.mario.coste@uclamedicalcenter.com,3.22,63.2
DOC-00000254,영호,Scholl,Surgery,05884523906,3,HOSP-USA-00007,UCLA Medical Center,dr.영호.scholl@uclamedicalcenter.com,2.99,57.25
DOC-00000255,بشرى,घोष,Pediatrics,007-90710392,8,HOSP-USA-00007,UCLA Medical Center,dr.بشرى.घोष@uclamedicalcenter.com,3.02,65.72
DOC-00000256,Kike,Johnson,Infectious Disease,+34 972 379 511,13,HOSP-USA-00007,UCLA Medical Center,dr.kike.johnson@uclamedicalcenter.com,3.42,74.67
DOC-00000257,Stefan,Pinto,Obstetrics,(529)204-9187,7,HOSP-USA-00007,UCLA Medical Center,dr.stefan.pinto@uclamedicalcenter.com,2.44,48.48
DOC-00000258,سلاف,May,Pediatrics,+1-606-505-4729x58262,21,HOSP-USA-00007,UCLA Medical Center,dr.سلاف.may@uclamedicalcenter.com,4.16,89.21
DOC-00000259,중수,Jopich,Neurology,13106552595,10,HOSP-USA-00007,UCLA Medical Center,dr.중수.jopich@uclamedicalcenter.com,3.29,71.11
DOC-00000260,शिवाली,加藤,Urology,0087566510,2,HOSP-USA-00007,UCLA Medical Center,dr.शिवाली.加藤@uclamedicalcenter.com,2.68,58.81
DOC-00000261,Charles,Haering,Pediatrics,(619) 350-2929,18,HOSP-USA-00007,UCLA Medical Center,dr.charles.haering@uclamedicalcenter.com,3.9,83.33
DOC-00000262,Natalia,Wright,Surgery,0566576653,10,HOSP-USA-00007,UCLA Medical Center,dr.natalia.wright@uclamedicalcenter.com,3.07,61.93
DOC-00000263,Mirella,Mitchell,Surgery,13570427531,8,HOSP-USA-00007,UCLA Medical Center,dr.mirella.mitchell@uclamedicalcenter.com,3.37,65.15
DOC-00000264,Christina,Leclercq,Cardiology,+49(0)6584657508,11,HOSP-USA-00007,UCLA Medical Center,dr.christina.leclercq@uclamedicalcenter.com,3.42,69.82
DOC-00000265,玲,Long,Cardiology,+44117 496 0727,10,HOSP-USA-00007,UCLA Medical Center,dr.玲.long@uclamedicalcenter.com,3.43,60.0
DOC-00000266,春香,Simpson,Pediatrics,+34902452790,13,HOSP-USA-00007,UCLA Medical Center,dr.春香.simpson@uclamedicalcenter.com,3.15,71.08
DOC-00000267,丹,آل العسكري,Rheumatology,080-3355-7178,12,HOSP-USA-00007,UCLA Medical Center,dr.丹.آل العسكري@uclamedicalcenter.com,2.85,60.94
DOC-00000268,Marcus,آل حسين,Surgery,+49(0)9182073986,8,HOSP-USA-00007,UCLA Medical Center,dr.marcus.آل حسين@uclamedicalcenter.com,2.69,48.29
DOC-00000269,Luna,Lillo,Psychiatry,070-6061-2557,12,HOSP-USA-00008,USC Keck Hospital,dr.luna.lillo@usckeckhospital.com,2.77,63.55
DOC-00000270,James,吕,Oncology,+34943 21 21 95,13,HOSP-USA-00008,USC Keck Hospital,dr.james.吕@usckeckhospital.com,3.16,67.07
DOC-00000271,Antonina,Bernal,Neurology,054-588-0351,9,HOSP-USA-00008,USC Keck Hospital,dr.antonina.bernal@usckeckhospital.com,3.0,68.75
DOC-00000272,Hans-Gerhard,张,Hematology,+1 (625) 464-8285,11,HOSP-USA-00008,USC Keck Hospital,dr.hans-gerhard.张@usckeckhospital.com,3.13,67.93
DOC-00000273,Paul,이,Oncology,420.947.4793,6,HOSP-USA-00008,USC Keck Hospital,dr.paul.이@usckeckhospital.com,3.36,57.83
DOC-00000274,ربى,Moreira,Psychiatry,994-341-8571,9,HOSP-USA-00008,USC Keck Hospital,dr.ربى.moreira@usckeckhospital.com,2.71,44.76
DOC-00000275,Joseph,जोशी,Gynecology,(589)281-6318,17,HOSP-USA-00008,USC Keck Hospital,dr.joseph.जोशी@usckeckhospital.com,3.54,79.76
DOC-00000276,करिश्मा,조,Psychiatry,08981 601519,6,HOSP-USA-00008,USC Keck Hospital,dr.करिश्मा.조@usckeckhospital.com,2.69,57.96
DOC-00000277,Olimpia,Gordon,Nephrology,054-060-4655,6,HOSP-USA-00008,USC Keck Hospital,dr.olimpia.gordon@usckeckhospital.com,2.92,66.0
DOC-00000278,修平,Anderson,Neurology,(03) 0727 7089,8,HOSP-USA-00008,USC Keck Hospital,dr.修平.anderson@usckeckhospital.com,3.4,59.88
DOC-00000279,淑华,Weber,Oncology,09237239177,23,HOSP-USA-00008,USC Keck Hospital,dr.淑华.weber@usckeckhospital.com,4.14,79.15
DOC-00000280,凯,العجلان,Neurology,0632328453,8,HOSP-USA-00008,USC Keck Hospital,dr.凯.العجلان@usckeckhospital.com,3.07,51.52
DOC-00000281,Fernanda,रंगन,Infectious Disease,011-221-9193,3,HOSP-USA-00008,USC Keck Hospital,dr.fernanda.रंगन@usckeckhospital.com,2.45,54.57
DOC-00000282,Isabel,Burke,Psychiatry,318-644-3759x153,8,HOSP-USA-00008,USC Keck Hospital,dr.isabel.burke@usckeckhospital.com,2.56,55.25
DOC-00000283,Adele,बलासुब्रमानियम,Urology,048-43953914,7,HOSP-USA-00008,USC Keck Hospital,dr.adele.बलासुब्रमानियम@usckeckhospital.com,3.06,61.42
DOC-00000284,さゆり,Montgomery,Neurology,01134960880,7,HOSP-USA-00008,USC Keck Hospital,dr.さゆり.montgomery@usckeckhospital.com,2.88,56.18
DOC-00000285,عزيز,杨,Pediatrics,+49(0)2843370852,9,HOSP-USA-00008,USC Keck Hospital,dr.عزيز.杨@usckeckhospital.com,2.99,50.35
DOC-00000286,Reinhild,शुक्ला,Neurology,+39 37796417600,9,HOSP-USA-00008,USC Keck Hospital,dr.reinhild.शुक्ला@usckeckhospital.com,3.3,60.71
DOC-00000287,Claudia,كانو,Neurology,+1-318-701-3224x020,17,HOSP-USA-00008,USC Keck Hospital,dr.claudia.كانو@usckeckhospital.com,3.84,67.52
DOC-00000288,舞,易,Oncology,08-1609-7661,13,HOSP-USA-00008,USC Keck Hospital,dr.舞.易@usckeckhospital.com,3.3,63.55
DOC-00000289,Luiz Felipe,Brown,Gynecology,+49 (0) 2136 147814,10,HOSP-USA-00009,Providence Saint John's Health Center,dr.luiz felipe.brown@providencesaintjohn'.com,2.96,53.21
DOC-00000290,نجم الدّين,Franke,Gynecology,672-435-9325x28664,5,HOSP-USA-00009,Providence Saint John's Health Center,dr.نجم الدّين.franke@providencesaintjohn'.com,3.11,58.75
DOC-00000291,Laura,Salandra,Gynecology,0498330172,10,HOSP-USA-00009,Providence Saint John's Health Center,dr.laura.salandra@providencesaintjohn'.com,3.38,70.62
DOC-00000292,Kristen,Rogers,Gynecology,15537025060,4,HOSP-USA-00009,Providence Saint John's Health Center,dr.kristen.rogers@providencesaintjohn'.com,3.18,61.88
DOC-00000293,정순,दासगुप्ता,Internal Medicine,+39 348929696,7,HOSP-USA-00009,Providence Saint John's Health Center,dr.정순.दासगुप्ता@providencesaintjohn'.com,3.25,61.57
DOC-00000294,ميرال,김,Cardiology,+61 477 158 437,5,HOSP-USA-00009,Providence Saint John's Health Center,dr.ميرال.김@providencesaintjohn'.com,2.89,62.95
DOC-00000295,काशी,Mendizábal,Internal Medicine,+49(0)8247545237,7,HOSP-USA-00009,Providence Saint John's Health Center,dr.काशी.mendizábal@providencesaintjohn'.com,3.17,64.79
DOC-00000296,رواء,Fuente,Internal Medicine,+34 972024425,22,HOSP-USA-00009,Providence Saint John's Health Center,dr.رواء.fuente@providencesaintjohn'.com,3.86,80.01
DOC-00000297,Katy,楚,Radiology,3236673846,11,HOSP-USA-00009,Providence Saint John's Health Center,dr.katy.楚@providencesaintjohn'.com,2.88,47.99
DOC-00000298,Brigitte,张,Internal Medicine,25-7817-3661,3,HOSP-USA-00009,Providence Saint John's Health Center,dr.brigitte.张@providencesaintjohn'.com,2.32,40.0
DOC-00000299,Antonella,Etzler,Cardiology,0249047151,6,HOSP-USA-00009,Providence Saint John's Health Center,dr.antonella.etzler@providencesaintjohn'.com,3.14,67.51
