doctor_id,first_name,last_name,specialization,experience_level,years_experience,reputation_score,reputation_category,public_medical_opinion_index,phone_number,email,hospital_id,hospital_branch
DOC-00002577,Giuliano,Bonnin,Surgery,Junior,2,2.98,Average,68.79,+34 844047683,dr.giuliano.bonnin@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002578,Ignazio,伊藤,Hematology,Mid-Level,8,3.16,Average,61.43,+91 1193274898,dr.ignazio.伊藤@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002579,Anne,Thomas,Emergency Medicine,Mid-Level,10,3.56,Good,67.72,285.840.3696,dr.anne.thomas@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002580,Eugène,नाथ,Cardiology,Senior,19,3.33,Average,60.17,+34 988 44 19 32,dr.eugène.नाथ@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002581,Maitê,邓,Oncology,Senior,17,3.36,Average,60.7,03 22 89 23 03,dr.maitê.邓@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002582,Susan,Zichichi,Radiology,Mid-Level,5,3.19,Average,69.64,3410626278,dr.susan.zichichi@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002583,桂芝,बुरुाह,Pathology,Mid-Level,8,2.74,Average,50.59,08519767585,dr.桂芝.बुरुाह@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002584,涛,Michaud,Dermatology,Expert,28,3.73,Good,74.57,+91 408 6267666,dr.涛.michaud@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002585,James,Renaud,Orthopedics,Mid-Level,7,3.25,Average,55.94,001-589-597-3082x470,dr.james.renaud@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002586,Andrew,Alemany,Surgery,Junior,2,3.08,Average,66.16,01144960474,dr.andrew.alemany@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002587,इन्दु,叶,Radiology,Mid-Level,12,3.61,Good,69.15,+1-882-266-9130x548,dr.इन्दु.叶@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002588,Dale,胡,Radiology,Mid-Level,9,3.41,Average,74.53,+39 0862918772,dr.dale.胡@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002589,दमयंती,Raymond,Pediatrics,Mid-Level,8,2.79,Average,52.14,(02580) 646585,dr.दमयंती.raymond@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002590,Denis,冯,Oncology,Mid-Level,13,3.67,Good,73.0,0114 496 0656,dr.denis.冯@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002591,Andrew,Howard,Pediatrics,Mid-Level,9,3.47,Average,72.99,011-591-8687,dr.andrew.howard@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002592,عزمي,Fallaci,Surgery,Mid-Level,5,2.45,Average,40.0,+91 698 2324529,dr.عزمي.fallaci@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002593,Nicole,May,Pediatrics,Mid-Level,14,3.44,Average,61.17,553-333-0017,dr.nicole.may@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002594,جود,Montes,Anesthesiology,Mid-Level,6,3.27,Average,61.74,689-771-2412 x838,dr.جود.montes@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002595,Thomas,जोशी,Cardiology,Mid-Level,8,3.03,Average,67.44,033-017-3107,dr.thomas.जोशी@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002596,Pietro,Floyd,Surgery,Mid-Level,8,3.03,Average,60.09,05745812816,dr.pietro.floyd@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002597,Suzanne,고,Anesthesiology,Mid-Level,5,3.29,Average,64.01,05 19 26 79 57,dr.suzanne.고@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002598,Rémy,कदम,Dermatology,Mid-Level,14,3.68,Good,67.15,+34744 822 242,dr.rémy.कदम@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002599,红,Mcbride,Orthopedics,Mid-Level,9,3.41,Average,68.0,(07) 6991 5666,dr.红.mcbride@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002600,Jennifer,何,Pediatrics,Mid-Level,12,3.44,Average,70.59,5587071599,dr.jennifer.何@zhongshanhospital.com,HOSP-CHI-00076,Zhongshan Hospital
DOC-00002601,Patrick,佐藤,Orthopedics,Mid-Level,9,2.98,Average,67.55,+441134960465,dr.patrick.佐藤@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002602,Anastasie,Mclean,Neurology,Mid-Level,11,2.8,Average,55.3,+1 (166) 322-7524,dr.anastasie.mclean@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002603,鹏,Hammond,Neurology,Mid-Level,11,3.52,Good,67.52,001-847-760-9730x787,dr.鹏.hammond@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002604,영수,آل صفوان,Orthopedics,Mid-Level,11,3.14,Average,70.42,09402 804559,dr.영수.آل صفوان@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002605,Ainoa,Roger,Neurology,Mid-Level,7,3.36,Average,70.77,+91 1514933279,dr.ainoa.roger@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002606,Carina,الجفالي,Orthopedics,Mid-Level,7,2.58,Average,42.45,+91 8864384031,dr.carina.الجفالي@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002607,Oliver,कपूर,Anesthesiology,Mid-Level,12,3.25,Average,60.62,+39 0122361428,dr.oliver.कपूर@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002608,雷,中村,Neurology,Mid-Level,9,2.97,Average,67.99,001-249-399-2212x6243,dr.雷.中村@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002609,千代,Mies,Neurology,Mid-Level,10,3.23,Average,66.85,+49(0) 818082290,dr.千代.mies@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002610,Javier,한,Anesthesiology,Mid-Level,12,3.12,Average,66.44,+55 84 1415-6535,dr.javier.한@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002611,Nicole,भट,Neurology,Junior,4,2.64,Average,54.87,1 (478) 570-1331,dr.nicole.भट@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002612,Shannon,Mayer,Anesthesiology,Senior,18,3.62,Good,80.23,+33 (0)5 57 40 19 09,dr.shannon.mayer@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002613,Maren,Câmara,Orthopedics,Mid-Level,12,3.14,Average,62.66,993.599.7828,dr.maren.câmara@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002614,Erin,Sanders,Anesthesiology,Mid-Level,11,3.59,Good,73.04,+34 986229803,dr.erin.sanders@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002615,Noah,Zabaleta,Infectious Disease,Mid-Level,7,3.1,Average,67.04,80-4010-0318,dr.noah.zabaleta@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002616,Denis,Campbell,Obstetrics,Junior,3,2.36,Average,51.59,(08)98930534,dr.denis.campbell@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002617,राम,刘,Neurology,Mid-Level,6,2.49,Average,44.89,05574821905,dr.राम.刘@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002618,Herberto,Howard,Orthopedics,Mid-Level,8,2.59,Average,51.33,550-236-7458x76461,dr.herberto.howard@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002619,Kevin,이,Neurology,Mid-Level,7,2.71,Average,53.31,18831032646,dr.kevin.이@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002620,Luiza,Laine,Neurology,Mid-Level,7,2.58,Average,43.91,03 1658 7483,dr.luiza.laine@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002621,Daniel,Capone,Orthopedics,Senior,20,3.67,Good,78.33,+34 888 37 53 98,dr.daniel.capone@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002622,斌,Davis,Oncology,Mid-Level,12,3.61,Good,77.89,862.305.5428,dr.斌.davis@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002623,현지,घोष,Orthopedics,Junior,4,2.86,Average,57.38,18652289506,dr.현지.घोष@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002624,Jason,बलासुब्रमानियम,Orthopedics,Mid-Level,14,3.43,Average,74.64,0895549278,dr.jason.बलासुब्रमानियम@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002625,यश,Morgan,Orthopedics,Mid-Level,7,3.26,Average,66.2,(041) 4891 1250,dr.यश.morgan@hospitalitalianodebu.com,HOSP-ARG-00077,Hospital Italiano de Buenos Aires
DOC-00002626,Marc,Finzi,Hematology,Junior,4,2.74,Average,60.62,0961514890,dr.marc.finzi@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002627,Carolyn,Montenegro,Oncology,Junior,4,2.52,Average,51.29,270.693.9434x83211,dr.carolyn.montenegro@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002628,مُنير,Dennis,Internal Medicine,Mid-Level,9,3.42,Average,74.46,18223370202,dr.مُنير.dennis@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002629,Glenda,آل معيض,Cardiology,Mid-Level,7,2.51,Average,40.4,+34 873 75 34 51,dr.glenda.آل معيض@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002630,Anne,Campbell,Dermatology,Mid-Level,11,3.49,Average,63.87,079-09905423,dr.anne.campbell@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002631,宇,이,Dermatology,Mid-Level,6,2.99,Average,69.33,0489-142-281,dr.宇.이@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002632,Erik,Bailey,Cardiology,Mid-Level,12,2.97,Average,61.59,+55 (051) 6306 0850,dr.erik.bailey@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002633,零,Guichard,Gastroenterology,Senior,19,3.35,Average,64.82,(08)-5911-1893,dr.零.guichard@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002634,Manuella,الحجار,Pathology,Mid-Level,10,2.68,Average,59.96,+91 6863481971,dr.manuella.الحجار@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002635,Teodosio,Davis,Internal Medicine,Mid-Level,8,2.71,Average,49.3,+34 921 08 65 88,dr.teodosio.davis@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002636,रुपिन्द्र,Rocher,Nephrology,Mid-Level,13,3.7,Good,78.16,(783) 127-5822,dr.रुपिन्द्र.rocher@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002637,Alejandra,Austermühle,Cardiology,Junior,3,2.31,Average,50.58,351415619,dr.alejandra.austermühle@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002638,도현,赖,Cardiology,Junior,4,2.29,Average,40.0,+49(0)9956 424747,dr.도현.赖@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002639,혜진,Weber,Internal Medicine,Mid-Level,12,3.66,Good,67.26,925-864-1550,dr.혜진.weber@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002640,Pastora,मालिक,Internal Medicine,Mid-Level,8,2.56,Average,53.63,+39 078925742,dr.pastora.मालिक@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002641,Benicio,Williams,Internal Medicine,Mid-Level,11,3.06,Average,60.84,31 8052-4807,dr.benicio.williams@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002642,Emmanuelle,الدباغ,Dermatology,Junior,1,2.97,Average,57.26,01134960632,dr.emmanuelle.الدباغ@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002643,수빈,Henschel,Nephrology,Mid-Level,11,3.06,Average,54.23,18571717821,dr.수빈.henschel@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002644,فارع,Bembo,Dermatology,Mid-Level,8,3.29,Average,57.57,84 3381 5292,dr.فارع.bembo@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002645,Monique,Caldeira,Ophthalmology,Mid-Level,14,3.59,Good,78.47,02 29 92 10 40,dr.monique.caldeira@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002646,لينا,Castro,Dermatology,Mid-Level,13,3.72,Good,73.97,(663)212-8989x913,dr.لينا.castro@hospitalalemán.com,HOSP-ARG-00078,Hospital Alemán
DOC-00002647,Trevor,Munoz,Surgery,Mid-Level,6,3.13,Average,55.27,+44(0)161 496 0618,dr.trevor.munoz@hospitalclínicounive.com,HOSP-CHI-00079,Hospital Clínico Universidad de Chile
DOC-00002648,عبد القادر,吉田,Oncology,Mid-Level,8,3.1,Average,56.59,043-086-5154,dr.عبد القادر.吉田@hospitalclínicounive.com,HOSP-CHI-00079,Hospital Clínico Universidad de Chile
DOC-00002649,성호,陈,Internal Medicine,Mid-Level,8,3.12,Average,55.69,+34880 552 799,dr.성호.陈@hospitalclínicounive.com,HOSP-CHI-00079,Hospital Clínico Universidad de Chile
DOC-00002650,Arcelia,김,Gynecology,Mid-Level,8,3.47,Average,61.6,+34882 31 35 43,dr.arcelia.김@hospitalclínicounive.com,HOSP-CHI-00079,Hospital Clínico Universidad de Chile
DOC-00002651,수진,Geisler,Internal Medicine,Mid-Level,8,3.16,Average,63.77,7279330542,dr.수진.geisler@hospitalclínicounive.com,HOSP-CHI-00079,Hospital Clínico Universidad de Chile
DOC-00002652,성훈,渡辺,Internal Medicine,Mid-Level,14,3.32,Average,62.12,+44(0)113 4960063,dr.성훈.渡辺@hospitalclínicounive.com,HOSP-CHI-00079,Hospital Clínico Universidad de Chile
DOC-00002653,Vitor,Barcaccia,Radiology,Mid-Level,10,3.37,Average,57.91,0292018420,dr.vitor.barcaccia@hospitalclínicounive.com,HOSP-CHI-00079,Hospital Clínico Universidad de Chile
DOC-00002654,성훈,Reinhardt,Internal Medicine,Mid-Level,6,2.39,Average,40.0,03 71 38 57 93,dr.성훈.reinhardt@hospitalclínicounive.com,HOSP-CHI-00079,Hospital Clínico Universidad de Chile
DOC-00002655,कालिदास,Harmon,Internal Medicine,Mid-Level,9,3.25,Average,59.58,622.106.9950,dr.कालिदास.harmon@hospitalclínicounive.com,HOSP-CHI-00079,Hospital Clínico Universidad de Chile
DOC-00002656,خليفة,Benard,Surgery,Mid-Level,8,3.08,Average,52.31,+34711 52 23 40,dr.خليفة.benard@hospitalclínicounive.com,HOSP-CHI-00079,Hospital Clínico Universidad de Chile
DOC-00002657,Marjan,Bennett,Surgery,Mid-Level,6,3.31,Average,72.69,470.915.6515,dr.marjan.bennett@hospitalclínicounive.com,HOSP-CHI-00079,Hospital Clínico Universidad de Chile
DOC-00002658,Mallory,Woodard,Surgery,Mid-Level,7,2.8,Average,64.21,688-714-6799,dr.mallory.woodard@hospitalclínicounive.com,HOSP-CHI-00079,Hospital Clínico Universidad de Chile
DOC-00002659,丹丹,Fernandes,Anesthesiology,Junior,4,2.48,Average,49.49,+34 922487580,dr.丹丹.fernandes@hospitalclínicounive.com,HOSP-CHI-00079,Hospital Clínico Universidad de Chile
DOC-00002660,Gerald,Caboto,Surgery,Senior,15,3.27,Average,69.88,13468555782,dr.gerald.caboto@hospitalclínicounive.com,HOSP-CHI-00079,Hospital Clínico Universidad de Chile
DOC-00002661,Willy,Dalmau,Internal Medicine,Mid-Level,11,3.55,Good,68.81,+49(0)6417 762897,dr.willy.dalmau@hospitalclínicounive.com,HOSP-CHI-00079,Hospital Clínico Universidad de Chile
DOC-00002662,京助,Leblanc,Internal Medicine,Senior,19,4.1,Very Good,87.27,81 1418 9797,dr.京助.leblanc@hospitalclínicounive.com,HOSP-CHI-00079,Hospital Clínico Universidad de Chile
DOC-00002663,Lance,김,Pathology,Mid-Level,12,3.16,Average,58.72,+55 71 5156-4167,dr.lance.김@hospitalclínicounive.com,HOSP-CHI-00079,Hospital Clínico Universidad de Chile
DOC-00002664,Leanne,मुख़र्जी,Anesthesiology,Mid-Level,8,3.02,Average,55.22,+33 1 88 05 87 81,dr.leanne.मुख़र्जी@hospitalclínicounive.com,HOSP-CHI-00079,Hospital Clínico Universidad de Chile
DOC-00002665,燕,Jones,Neurology,Mid-Level,12,2.73,Average,55.56,019-836-7465,dr.燕.jones@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002666,نوف,Nelson,Neurology,Mid-Level,5,3.24,Average,69.67,070-8836-2903,dr.نوف.nelson@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002667,Amador,Cook,Pathology,Senior,20,4.05,Very Good,84.16,3501297638,dr.amador.cook@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002668,涛,آل قصير,Neurology,Mid-Level,9,3.3,Average,67.23,0800 712 3678,dr.涛.آل قصير@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002669,Brandon,das Neves,Orthopedics,Mid-Level,9,2.6,Average,48.75,001-736-702-3891x1637,dr.brandon.das neves@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002670,تميم,吴,Obstetrics,Mid-Level,7,2.82,Average,54.63,1806.8542,dr.تميم.吴@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002671,Flora,Christian,Obstetrics,Mid-Level,6,2.46,Average,40.84,+55 (041) 7774-1228,dr.flora.christian@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002672,Marco,Begum,Neurology,Mid-Level,7,2.88,Average,63.12,0463 899 087,dr.marco.begum@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002673,Virginia,小林,Obstetrics,Mid-Level,6,2.65,Average,58.5,+39 03220483769,dr.virginia.小林@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002674,Mattia,Löchel,Obstetrics,Senior,16,3.18,Average,71.89,04741 829145,dr.mattia.löchel@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002675,Felix,Holland,Neurology,Senior,19,3.79,Good,72.87,0276816719,dr.felix.holland@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002676,Lindsey,Cox,Neurology,Senior,16,3.77,Good,84.12,080-1581-9395,dr.lindsey.cox@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002677,Emily,Faure,Obstetrics,Senior,20,3.75,Good,82.56,00664682682,dr.emily.faure@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002678,Mohamed,Walker,Radiology,Mid-Level,9,3.15,Average,71.93,+55 71 8031 6533,dr.mohamed.walker@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002679,Paul,Chaves,Neurology,Mid-Level,10,3.38,Average,74.17,+33 3 28 30 30 93,dr.paul.chaves@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002680,Evelin,المغاولة,Obstetrics,Mid-Level,14,3.83,Good,85.03,010-9083-4192,dr.evelin.المغاولة@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002681,Gavin,後藤,Neurology,Mid-Level,6,2.76,Average,58.23,001-480-619-0730x1502,dr.gavin.後藤@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002682,Edward,Rollins,Radiology,Mid-Level,14,3.49,Average,70.82,01248109402,dr.edward.rollins@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002683,Margaud,Galván,Radiology,Mid-Level,13,2.79,Average,62.65,052-358-0921,dr.margaud.galván@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002684,James,Little,Radiology,Mid-Level,6,2.91,Average,49.24,6662883772,dr.james.little@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002685,千代,Roussel,Rheumatology,Mid-Level,7,2.48,Average,56.18,633.613.3848x8076,dr.千代.roussel@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002686,建平,Mercier,Neurology,Mid-Level,9,3.42,Average,74.14,(011) 2914 2131,dr.建平.mercier@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002687,裕太,Martin,Radiology,Mid-Level,10,2.79,Average,53.72,+91 930 2174485,dr.裕太.martin@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002688,智也,Pascal,Radiology,Mid-Level,10,3.31,Average,62.22,+44(0)141 496 0451,dr.智也.pascal@clínicalascondes.com,HOSP-CHI-00080,Clínica Las Condes
DOC-00002689,Alwine,中川,Gynecology,Mid-Level,10,2.91,Average,64.82,070-4937-2815,dr.alwine.中川@northwesternmemorial.com,HOSP-USA-00081,Northwestern Memorial Hospital
DOC-00002690,미영,Schneider,Pediatrics,Mid-Level,8,3.27,Average,71.8,04189 414847,dr.미영.schneider@northwesternmemorial.com,HOSP-USA-00081,Northwestern Memorial Hospital
DOC-00002691,京助,Mimun,Emergency Medicine,Mid-Level,14,3.15,Average,60.25,1 (906) 631-4912,dr.京助.mimun@northwesternmemorial.com,HOSP-USA-00081,Northwestern Memorial Hospital
DOC-00002692,Alfio,آل معيض,Nephrology,Mid-Level,13,3.7,Good,65.79,+1-490-725-0208x243,dr.alfio.آل معيض@northwesternmemorial.com,HOSP-USA-00081,Northwestern Memorial Hospital
DOC-00002693,Glenn,Rodriguez,Internal Medicine,Mid-Level,9,2.72,Average,62.83,03449940150,dr.glenn.rodriguez@northwesternmemorial.com,HOSP-USA-00081,Northwestern Memorial Hospital
DOC-00002694,Lucie,Dumont,Internal Medicine,Mid-Level,8,2.73,Average,61.25,+33 (0)2 61 00 09 45,dr.lucie.dumont@northwesternmemorial.com,HOSP-USA-00081,Northwestern Memorial Hospital
DOC-00002695,Taylor,Cabezas,Gynecology,Mid-Level,8,2.75,Average,46.6,03069990515,dr.taylor.cabezas@northwesternmemorial.com,HOSP-USA-00081,Northwestern Memorial Hospital
DOC-00002696,Ryan,宋,Obstetrics,Junior,4,2.56,Average,45.5,+33 5 46 48 48 26,dr.ryan.宋@northwesternmemorial.com,HOSP-USA-00081,Northwestern Memorial Hospital
DOC-00002697,سجى,Hartmann,Radiology,Junior,3,2.19,Average,41.49,31 4065 8863,dr.سجى.hartmann@northwesternmemorial.com,HOSP-USA-00081,Northwestern Memorial Hospital
DOC-00002698,Maria Fernanda,Lawrence,Internal Medicine,Senior,24,3.45,Average,62.26,08-0926-7483,dr.maria fernanda.lawrence@northwesternmemorial.com,HOSP-USA-00081,Northwestern Memorial Hospital
DOC-00002699,强,Cooke,Psychiatry,Mid-Level,5,3.3,Average,71.32,844-203-6607,dr.强.cooke@northwesternmemorial.com,HOSP-USA-00081,Northwestern Memorial Hospital
DOC-00002700,陽子,آل عطفة,Pediatrics,Mid-Level,5,2.54,Average,50.54,08 9543 4050,dr.陽子.آل عطفة@northwesternmemorial.com,HOSP-USA-00081,Northwestern Memorial Hospital
DOC-00002701,Rafael,Dillon,Internal Medicine,Mid-Level,5,2.99,Average,69.52,+4429 2018127,dr.rafael.dillon@northwesternmemorial.com,HOSP-USA-00081,Northwestern Memorial Hospital
DOC-00002702,민지,Taylor,Gynecology,Mid-Level,10,3.32,Average,56.66,0770373482,dr.민지.taylor@northwesternmemorial.com,HOSP-USA-00081,Northwestern Memorial Hospital
DOC-00002703,لورا,房,Pediatrics,Senior,15,3.06,Average,67.72,+44(0)114 496 0621,dr.لورا.房@northwesternmemorial.com,HOSP-USA-00081,Northwestern Memorial Hospital
DOC-00002704,Amber,Browning,Gynecology,Mid-Level,8,3.2,Average,73.38,+34 875 403 726,dr.amber.browning@northwesternmemorial.com,HOSP-USA-00081,Northwestern Memorial Hospital
DOC-00002705,利,Brown,Obstetrics,Junior,4,2.36,Average,40.56,18561068950,dr.利.brown@northwesternmemorial.com,HOSP-USA-00081,Northwestern Memorial Hospital
